Time,X,Y,Z,DCH01-01,DCH01-02,DCH01-03,DCH01-04,DCH01-05,DCH01-06,DCH01-07,DCH01-08,DCH02-01,DCH02-02,DCH02-03,DCH02-04,DCH02-05,DCH02-06,DCH02-07,DCH02-08,DCH03-01,DCH03-02,DCH03-03,DCH03-04,DCH03-05,DCH03-06,DCH03-07,DCH03-08,DCH04-01,DCH04-02,DCH04-03,DCH04-04,DCH04-05,DCH04-06,DCH04-07,DCH04-08,DCH05-01,DCH05-02,DCH05-03,DCH05-04,DCH05-05,DCH05-06,DCH05-07,DCH05-08,DCH06-01,DCH06-02,DCH06-03,DCH06-04,DCH06-05,DCH06-06,DCH06-07,DCH06-08,DCH07-01,DCH07-02,DCH07-03,DCH07-04
0:00:25,-0.073,-0.009,0.006,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.93,22.12,22.12,22.12,22.5,22.43,22.81,22.87,23.12,21.87,22.06,21.93,22.31,22.5,22.5,22.62,22.81,22.18,21.87,21.68,22.18,22.5,22.56,22.62,23.12,22.12,22,22.06,22.37,22.37,22.37,22.68,22.93,21.93,21.87,22,21.93,22.43,22.5,22.75,22.87,21.93,22.25,22.12,22
0:00:55,-0.072,-0.01,0.006,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.93,22.12,22.12,22.12,22.5,22.43,22.81,22.93,23.12,21.87,22.06,21.93,22.31,22.5,22.5,22.56,22.81,22.18,21.87,21.68,22.18,22.5,22.56,22.62,23.12,22.12,22,22.06,22.37,22.43,22.37,22.68,22.93,21.93,21.81,22,21.93,22.43,22.5,22.75,22.87,21.93,22.25,22.06,22
0:01:25,-0.071,-0.01,0.007,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.87,22.12,22.12,22.12,22.5,22.43,22.81,22.93,23.12,21.87,22.06,21.93,22.31,22.5,22.5,22.56,22.81,22.18,21.87,21.62,22.18,22.5,22.56,22.62,23.12,22.12,22,22.06,22.37,22.43,22.37,22.68,22.93,22,21.87,22,22,22.43,22.5,22.75,22.87,21.93,22.25,22.12,22
0:01:55,-0.072,-0.01,0.005,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.93,22.12,22.12,22.12,22.5,22.43,22.81,22.87,23.12,21.87,22.06,21.93,22.31,22.5,22.5,22.56,22.81,22.18,21.87,21.62,22.18,22.5,22.56,22.62,23.06,22.12,22,22.06,22.37,22.37,22.37,22.68,22.93,21.93,21.81,22,22,22.43,22.5,22.75,22.87,21.93,22.25,22.12,22
0:02:26,-0.072,-0.01,0.005,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.87,22.12,22.12,22.12,22.5,22.43,22.81,22.93,23.12,21.87,22,21.93,22.31,22.5,22.5,22.56,22.81,22.12,21.87,21.62,22.18,22.5,22.56,22.62,23.06,22.12,22,22.06,22.37,22.37,22.37,22.68,22.93,21.93,21.81,22,22,22.37,22.5,22.75,22.87,21.93,22.25,22.12,22
0:02:56,-0.073,-0.01,0.007,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.87,22.12,22.12,22.12,22.5,22.43,22.81,22.87,23.12,21.87,22,21.93,22.31,22.5,22.5,22.56,22.81,22.12,21.87,21.62,22.18,22.5,22.56,22.62,23.06,22.06,22,22.06,22.37,22.37,22.37,22.68,22.93,21.93,21.81,22,21.93,22.37,22.5,22.75,22.87,21.93,22.25,22.12,22
0:03:26,-0.073,-0.01,0.008,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.93,22.12,22.12,22.12,22.5,22.43,22.81,22.87,23.12,21.87,22,21.93,22.31,22.5,22.43,22.56,22.81,22.12,21.87,21.62,22.18,22.5,22.56,22.62,23.06,22.12,22,22.06,22.37,22.37,22.31,22.68,22.93,21.93,21.81,22,21.93,22.37,22.5,22.75,22.87,21.93,22.25,22.06,22
0:03:56,-0.073,-0.009,0.005,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.93,22.12,22.12,22.12,22.5,22.43,22.81,22.87,23.12,21.87,22.06,21.93,22.31,22.5,22.43,22.56,22.75,22.12,21.87,21.62,22.18,22.5,22.56,22.62,23.06,22.12,22,22.06,22.37,22.37,22.31,22.68,22.93,21.93,21.81,21.93,21.93,22.37,22.5,22.75,22.81,21.93,22.25,22.06,22
0:04:26,-0.073,-0.011,0.005,21.87,22,21.93,22.62,22.68,22.75,22.75,22.87,22.12,22.12,22.12,22.5,22.43,22.81,22.87,23.12,21.87,22,21.93,22.31,22.5,22.5,22.56,22.75,22.12,21.87,21.62,22.18,22.5,22.56,22.62,23.06,22.06,22,22.06,22.37,22.37,22.37,22.68,22.93,21.93,21.81,22,21.93,22.37,22.5,22.75,22.81,21.93,22.25,22.12,22
0:04:56,-0.072,-0.01,0.006,21.87,22.06,21.93,22.62,22.68,22.75,22.75,22.93,22.12,22.12,22.12,22.5,22.43,22.81,22.87,23.12,21.87,22,21.93,22.31,22.5,22.43,22.56,22.75,22.12,21.87,21.62,22.18,22.5,22.56,22.62,23.06,22.06,22,22.06,22.37,22.37,22.37,22.68,22.93,21.93,21.81,21.93,21.93,22.37,22.5,22.75,22.81,21.93,22.25,22.12,22
