Time,X,Y,Z,DCH01-01,DCH01-02,DCH01-03,DCH01-04,DCH01-05,DCH01-06,DCH01-07,DCH01-08,DCH02-01,DCH02-02,DCH02-03,DCH02-04,DCH02-05,DCH02-06,DCH02-07,DCH02-08,DCH03-01,DCH03-02,DCH03-03,DCH03-04,DCH03-05,DCH03-06,DCH03-07,DCH03-08,DCH04-01,DCH04-02,DCH04-03,DCH04-04,DCH04-05,DCH04-06,DCH04-07,DCH04-08,DCH05-01,DCH05-02,DCH05-03,DCH05-04,DCH05-05,DCH05-06,DCH05-07,DCH05-08,DCH06-01,DCH06-02,DCH06-03,DCH06-04,DCH06-05,DCH06-06,DCH06-07,DCH06-08,DCH07-01,DCH07-02,DCH07-03,DCH07-04
0:00:00,-0.13,-0.022,0.029,14.31,14.5,14.25,14.87,15,14.87,14.56,14.75,14.5,14.56,14.43,14.81,14.62,14.87,14.87,15,14.25,14.37,14.18,14.5,14.62,14.5,14.5,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.5,14.93,14.5,14.25,14.12,14.43,14.5,14.25,14.5,14.75,14.31,14.18,13.93,14.06,14.5,14.56,14.56,14.62,14.43,14.68,14.56,14.5
0:00:30,-0.13,-0.023,0.028,14.25,14.5,14.25,14.87,14.93,14.81,14.68,14.75,14.5,14.56,14.43,14.81,14.62,14.93,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.5,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.5,14.93,14.5,14.25,14.12,14.43,14.5,14.25,14.5,14.75,14.31,14.18,13.93,14.06,14.5,14.56,14.56,14.62,14.43,14.62,14.56,14.5
0:01:00,-0.13,-0.023,0.028,14.31,14.5,14.25,14.87,15,14.87,14.56,14.75,14.5,14.56,14.43,14.81,14.62,14.93,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.5,14.62,14.5,14.25,13.68,14.31,14.5,14.5,14.43,14.93,14.5,14.25,14.12,14.43,14.5,14.25,14.5,14.75,14.31,14.18,13.93,14.06,14.5,14.5,14.62,14.56,14.43,14.62,14.56,14.5
0:01:30,-0.13,-0.023,0.029,14.31,14.5,14.25,14.87,15,14.87,14.56,14.75,14.5,14.56,14.43,14.81,14.62,14.87,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.5,14.93,14.5,14.18,14.12,14.43,14.5,14.25,14.5,14.75,14.31,14.18,13.93,14.06,14.5,14.56,14.62,14.62,14.43,14.68,14.56,14.5
0:02:00,-0.13,-0.024,0.028,14.31,14.5,14.25,14.87,15,14.87,14.62,14.75,14.5,14.56,14.43,14.81,14.62,14.87,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.5,14.93,14.5,14.25,14.12,14.43,14.5,14.25,14.5,14.75,14.31,14.18,13.93,14.06,14.5,14.56,14.56,14.56,14.43,14.68,14.56,14.5
0:02:30,-0.13,-0.024,0.029,14.31,14.5,14.25,14.93,14.93,14.87,14.68,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.18,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.5,14.93,14.5,14.18,14.12,14.43,14.5,14.25,14.5,14.75,14.25,14.18,13.93,14.06,14.5,14.56,14.62,14.62,14.43,14.68,14.56,14.5
0:03:00,-0.13,-0.024,0.029,14.25,14.5,14.25,14.87,14.93,14.87,14.62,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.18,14.37,14.18,14.5,14.62,14.5,14.5,14.62,14.5,14.25,13.68,14.31,14.5,14.5,14.43,14.93,14.5,14.18,14.12,14.43,14.5,14.25,14.5,14.75,14.25,14.18,13.93,14.06,14.5,14.5,14.56,14.62,14.43,14.68,14.56,14.5
0:03:30,-0.13,-0.023,0.028,14.25,14.5,14.25,14.87,14.93,14.87,14.68,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.18,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.5,14.93,14.5,14.18,14.12,14.43,14.5,14.25,14.5,14.75,14.31,14.18,13.87,14.06,14.5,14.56,14.56,14.56,14.43,14.62,14.56,14.5
0:04:00,-0.13,-0.023,0.028,14.25,14.5,14.25,14.87,14.93,14.87,14.62,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.18,14.37,14.18,14.5,14.62,14.5,14.5,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.43,14.93,14.5,14.18,14.12,14.43,14.5,14.25,14.5,14.75,14.25,14.18,13.93,14,14.5,14.5,14.56,14.56,14.43,14.68,14.56,14.5
0:04:30,-0.13,-0.023,0.028,14.25,14.5,14.25,14.87,14.93,14.87,14.68,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.43,14.93,14.43,14.18,14.12,14.43,14.5,14.25,14.5,14.68,14.25,14.18,13.87,14,14.5,14.56,14.56,14.56,14.43,14.68,14.56,14.43
0:05:00,-0.131,-0.023,0.027,14.25,14.5,14.25,14.87,14.93,14.87,14.68,14.75,14.43,14.56,14.37,14.81,14.62,14.87,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.43,14.93,14.43,14.18,14.12,14.43,14.5,14.25,14.5,14.75,14.25,14.18,13.87,14,14.5,14.5,14.56,14.56,14.43,14.68,14.56,14.43
0:05:30,-0.13,-0.023,0.027,14.25,14.5,14.25,14.87,14.93,14.81,14.68,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.5,14.25,13.68,14.31,14.56,14.5,14.43,14.93,14.43,14.18,14.12,14.43,14.5,14.25,14.5,14.68,14.25,14.18,13.87,14,14.43,14.5,14.56,14.56,14.43,14.68,14.56,14.5
0:06:00,-0.13,-0.022,0.027,14.25,14.5,14.25,14.87,14.93,14.81,14.56,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.5,14.25,13.68,14.31,14.5,14.5,14.43,14.93,14.5,14.18,14.06,14.43,14.5,14.25,14.5,14.75,14.25,14.18,13.87,14,14.43,14.5,14.56,14.56,14.43,14.68,14.56,14.5
0:06:30,-0.13,-0.023,0.029,14.25,14.5,14.25,14.87,14.93,14.81,14.62,14.75,14.5,14.56,14.43,14.81,14.62,14.87,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.43,14.25,13.68,14.31,14.5,14.5,14.43,14.93,14.5,14.18,14.06,14.43,14.43,14.25,14.5,14.68,14.25,14.18,13.87,14,14.5,14.5,14.56,14.56,14.43,14.68,14.56,14.43
0:07:00,-0.13,-0.022,0.029,14.31,14.5,14.25,14.87,14.93,14.81,14.56,14.75,14.5,14.56,14.43,14.81,14.62,14.87,14.81,15,14.25,14.37,14.18,14.5,14.62,14.5,14.43,14.62,14.43,14.25,13.62,14.31,14.5,14.5,14.43,14.87,14.43,14.18,14.06,14.43,14.43,14.25,14.5,14.68,14.25,14.18,13.87,14,14.43,14.5,14.56,14.56,14.43,14.68,14.56,14.5
0:07:30,-0.13,-0.023,0.028,14.25,14.5,14.25,14.87,14.93,14.81,14.56,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.18,14.37,14.18,14.5,14.62,14.5,14.43,14.56,14.5,14.25,13.62,14.31,14.5,14.5,14.43,14.93,14.43,14.18,14.06,14.43,14.43,14.25,14.5,14.68,14.25,14.18,13.87,14,14.43,14.5,14.56,14.56,14.43,14.68,14.56,14.43
0:08:00,-0.131,-0.023,0.028,14.25,14.5,14.25,14.87,14.93,14.81,14.68,14.75,14.43,14.56,14.43,14.81,14.62,14.87,14.81,15,14.18,14.37,14.18,14.5,14.62,14.43,14.43,14.56,14.5,14.25,13.62,14.31,14.5,14.5,14.43,14.87,14.43,14.18,14.06,14.43,14.5,14.25,14.5,14.68,14.25,14.18,13.87,14,14.43,14.5,14.56,14.56,14.43,14.62,14.56,14.5
